"age","job","marital","education","default","housing","loan","campaign","poutcome","y"
55,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
45,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
25,"admin.","single","high.school","no","yes","no",4,"nonexistent","no"
54,"management","married","high.school","no","no","no",4,"nonexistent","no"
43,"blue-collar","single","basic.4y","unknown","yes","no",2,"nonexistent","no"
28,"technician","single","university.degree","no","yes","no",3,"nonexistent","yes"
33,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
48,"admin.","divorced","university.degree","no","no","no",4,"nonexistent","no"
36,"technician","married","high.school","no","no","no",1,"nonexistent","no"
38,"services","single","high.school","no","no","no",2,"nonexistent","yes"
42,"admin.","divorced","university.degree","no","yes","yes",1,"nonexistent","no"
24,"admin.","single","university.degree","no","yes","no",3,"nonexistent","no"
33,"admin.","single","university.degree","no","yes","yes",1,"nonexistent","no"
34,"entrepreneur","married","basic.4y","no","no","no",1,"nonexistent","no"
56,"blue-collar","married","basic.4y","unknown","yes","no",2,"nonexistent","no"
52,"technician","married","university.degree","no","no","no",1,"success","yes"
29,"admin.","married","high.school","no","yes","no",1,"failure","no"
54,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
43,"blue-collar","married","basic.9y","no","no","no",2,"nonexistent","no"
60,"retired","married","high.school","no","no","no",3,"success","yes"
49,"admin.","divorced","high.school","no","no","no",1,"nonexistent","no"
51,"admin.","divorced","university.degree","unknown","no","no",2,"nonexistent","no"
34,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
32,"admin.","married","basic.9y","no","no","no",2,"nonexistent","no"
31,"services","single","basic.9y","no","unknown","unknown",1,"failure","no"
54,"retired","divorced","university.degree","no","no","no",1,"nonexistent","no"
31,"admin.","single","high.school","unknown","no","no",1,"nonexistent","no"
35,"services","married","high.school","no","yes","no",4,"failure","no"
44,"services","married","basic.9y","no","yes","no",4,"nonexistent","no"
63,"retired","married","professional.course","no","no","no",4,"nonexistent","no"
28,"technician","married","university.degree","no","yes","yes",3,"nonexistent","no"
56,"management","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
31,"services","married","high.school","no","yes","no",2,"nonexistent","no"
33,"management","married","university.degree","no","no","no",3,"nonexistent","no"
25,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
44,"admin.","divorced","university.degree","no","yes","yes",1,"nonexistent","no"
54,"technician","married","university.degree","no","yes","no",2,"nonexistent","no"
32,"housemaid","married","basic.6y","unknown","no","no",1,"nonexistent","no"
54,"housemaid","married","professional.course","no","yes","no",4,"nonexistent","no"
32,"technician","married","professional.course","no","no","no",2,"failure","no"
46,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
57,"retired","divorced","professional.course","no","no","no",1,"nonexistent","no"
30,"technician","single","professional.course","no","no","no",1,"nonexistent","no"
54,"management","married","university.degree","no","yes","no",3,"nonexistent","no"
48,"self-employed","married","university.degree","no","yes","no",2,"failure","no"
28,"services","married","high.school","no","no","no",1,"nonexistent","no"
37,"admin.","married","university.degree","no","yes","no",2,"nonexistent","no"
40,"technician","married","basic.9y","no","no","no",1,"nonexistent","no"
28,"technician","married","university.degree","no","yes","no",1,"nonexistent","no"
41,"blue-collar","married","basic.9y","no","no","no",1,"nonexistent","no"
27,"student","single","high.school","unknown","no","no",1,"nonexistent","no"
45,"admin.","married","professional.course","no","no","no",1,"nonexistent","no"
45,"management","married","basic.9y","unknown","yes","no",1,"nonexistent","no"
43,"blue-collar","married","basic.6y","no","yes","no",4,"nonexistent","no"
35,"housemaid","married","basic.4y","no","yes","no",1,"nonexistent","no"
36,"blue-collar","single","basic.4y","no","yes","no",1,"failure","no"
47,"blue-collar","married","basic.6y","unknown","yes","no",2,"nonexistent","no"
57,"admin.","married","university.degree","no","no","yes",3,"nonexistent","no"
27,"self-employed","married","university.degree","no","no","no",3,"nonexistent","no"
64,"retired","married","unknown","no","no","no",4,"nonexistent","yes"
29,"management","single","university.degree","no","no","no",1,"nonexistent","no"
45,"management","married","university.degree","unknown","no","no",2,"nonexistent","no"
26,"blue-collar","single","high.school","unknown","no","no",2,"nonexistent","no"
54,"services","married","high.school","no","yes","no",5,"nonexistent","no"
29,"admin.","single","basic.9y","unknown","yes","no",2,"nonexistent","no"
39,"admin.","married","high.school","no","no","no",2,"nonexistent","no"
46,"blue-collar","married","basic.4y","unknown","no","yes",1,"nonexistent","no"
44,"technician","married","professional.course","unknown","no","yes",4,"nonexistent","no"
36,"blue-collar","married","basic.9y","no","yes","no",1,"failure","no"
59,"admin.","married","high.school","no","yes","no",2,"success","yes"
56,"technician","married","university.degree","no","no","yes",1,"nonexistent","no"
33,"unemployed","married","high.school","unknown","yes","no",9,"nonexistent","no"
51,"technician","divorced","professional.course","no","no","yes",3,"nonexistent","no"
59,"blue-collar","married","basic.4y","no","yes","no",1,"nonexistent","no"
31,"services","married","basic.9y","no","yes","no",1,"nonexistent","yes"
46,"technician","married","professional.course","unknown","no","no",2,"nonexistent","no"
21,"blue-collar","married","basic.9y","no","no","yes",6,"nonexistent","no"
33,"technician","single","professional.course","no","yes","no",1,"nonexistent","no"
46,"entrepreneur","single","university.degree","no","no","no",3,"failure","no"
24,"blue-collar","single","unknown","no","no","no",17,"nonexistent","no"
35,"technician","married","university.degree","no","no","yes",2,"nonexistent","no"
32,"self-employed","single","university.degree","no","yes","no",4,"failure","yes"
35,"services","married","high.school","no","yes","no",1,"nonexistent","no"
32,"self-employed","single","university.degree","no","yes","no",3,"failure","no"
34,"technician","married","professional.course","no","yes","no",5,"nonexistent","no"
47,"blue-collar","married","basic.6y","unknown","yes","no",4,"failure","no"
60,"retired","divorced","high.school","no","no","no",2,"failure","no"
43,"services","divorced","high.school","no","no","no",3,"nonexistent","no"
58,"technician","married","basic.4y","no","yes","no",1,"nonexistent","no"
31,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
38,"blue-collar","single","basic.4y","no","no","no",2,"nonexistent","no"
35,"management","married","university.degree","no","no","no",1,"failure","no"
34,"services","married","basic.9y","unknown","yes","no",1,"nonexistent","no"
31,"admin.","single","high.school","no","no","no",4,"nonexistent","no"
30,"self-employed","married","professional.course","no","yes","no",2,"nonexistent","no"
49,"management","divorced","high.school","unknown","no","no",1,"nonexistent","no"
41,"services","married","high.school","no","yes","no",4,"nonexistent","no"
53,"blue-collar","married","basic.4y","no","yes","no",1,"nonexistent","no"
45,"housemaid","married","basic.4y","unknown","yes","no",2,"nonexistent","no"
58,"retired","married","basic.4y","no","yes","no",4,"nonexistent","no"
46,"technician","married","basic.9y","unknown","no","no",3,"nonexistent","no"
56,"services","divorced","high.school","unknown","yes","no",2,"nonexistent","no"
28,"self-employed","single","university.degree","no","yes","no",2,"nonexistent","no"
38,"blue-collar","married","basic.9y","no","no","yes",1,"failure","no"
32,"technician","single","professional.course","no","yes","no",2,"nonexistent","no"
36,"admin.","married","university.degree","no","no","no",1,"success","yes"
27,"blue-collar","married","basic.9y","no","yes","yes",2,"nonexistent","no"
46,"management","married","basic.9y","no","yes","no",1,"nonexistent","no"
40,"admin.","married","university.degree","no","no","no",1,"nonexistent","yes"
31,"technician","married","professional.course","no","yes","no",1,"nonexistent","yes"
45,"admin.","married","university.degree","no","yes","yes",1,"nonexistent","no"
49,"self-employed","married","high.school","no","no","no",3,"nonexistent","yes"
52,"self-employed","married","university.degree","no","no","no",3,"nonexistent","no"
53,"admin.","divorced","high.school","no","yes","no",1,"failure","no"
26,"services","single","high.school","no","unknown","unknown",1,"nonexistent","no"
48,"services","single","high.school","no","yes","no",2,"failure","no"
32,"technician","married","professional.course","no","no","no",2,"nonexistent","no"
34,"blue-collar","single","basic.9y","no","no","no",1,"failure","no"
35,"technician","married","professional.course","no","no","no",1,"nonexistent","no"
38,"student","single","university.degree","no","no","no",4,"nonexistent","no"
53,"technician","single","professional.course","no","yes","no",3,"nonexistent","yes"
44,"technician","divorced","professional.course","no","no","no",1,"nonexistent","no"
53,"admin.","divorced","high.school","no","yes","no",2,"success","no"
39,"management","single","basic.9y","no","yes","no",1,"nonexistent","no"
38,"entrepreneur","married","basic.9y","no","no","no",3,"nonexistent","no"
33,"services","married","high.school","no","yes","no",2,"success","yes"
37,"technician","married","high.school","unknown","yes","no",2,"nonexistent","no"
29,"technician","single","university.degree","no","yes","yes",1,"nonexistent","no"
33,"unemployed","single","university.degree","no","no","no",2,"nonexistent","no"
33,"admin.","single","university.degree","no","no","no",2,"failure","yes"
28,"admin.","single","university.degree","no","no","no",2,"nonexistent","no"
26,"blue-collar","single","high.school","no","no","yes",8,"nonexistent","no"
35,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
46,"admin.","married","university.degree","no","yes","no",7,"nonexistent","no"
43,"services","married","high.school","unknown","yes","no",6,"nonexistent","no"
45,"admin.","single","university.degree","no","no","no",1,"success","yes"
50,"technician","married","high.school","no","no","no",5,"nonexistent","no"
42,"blue-collar","married","basic.4y","no","no","no",1,"nonexistent","no"
28,"student","single","professional.course","no","no","no",2,"nonexistent","no"
36,"admin.","divorced","high.school","no","no","yes",1,"nonexistent","no"
28,"blue-collar","married","basic.4y","no","no","no",2,"nonexistent","no"
49,"housemaid","married","basic.4y","unknown","no","yes",1,"nonexistent","yes"
25,"blue-collar","married","high.school","no","no","no",1,"nonexistent","no"
43,"management","married","unknown","no","no","yes",2,"nonexistent","no"
36,"housemaid","married","basic.6y","no","yes","no",16,"nonexistent","no"
34,"technician","divorced","unknown","no","yes","no",6,"nonexistent","no"
34,"admin.","married","university.degree","no","no","no",2,"nonexistent","no"
56,"management","divorced","university.degree","no","no","no",4,"nonexistent","no"
34,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
28,"blue-collar","married","basic.6y","unknown","yes","no",5,"nonexistent","no"
52,"technician","married","university.degree","unknown","no","no",3,"nonexistent","no"
38,"admin.","married","high.school","no","unknown","unknown",1,"nonexistent","no"
32,"admin.","single","university.degree","no","no","no",7,"nonexistent","no"
55,"admin.","married","university.degree","unknown","no","no",6,"nonexistent","no"
33,"technician","married","professional.course","no","no","no",2,"nonexistent","no"
